id,content,showNote
298,Want to easily share state down the call stack in #JavaScript? Check out AsyncLocalStorage and the upcoming Async Context API proposal. Game changer! 🎉 #webdev,48
299,Tired of prop drilling in #React? AsyncLocalStorage/Async Context API allow you to skip passing refs and access context anywhere in your app! 🤯 #javascript,48
300,Sharing context without passing refs explicitly? AsyncLocalStorage (Node) and Async Context API (proposal) enable just that in JS! #webdev,48
301,Async storage/context = closure-like variable access but across async boundaries. Think middleware user population without passing refs! 😮 #javascript,48
302,"Memory leaks, testing pain? Async storage has downsides to consider before ditching your prop drilling. Evaluate carefully! #javascript #webdev",48
303,"Async context could replace passing data in promise chains, browser events, etc! Exciting possibilities ahead as practices emerge! #javascript",48
304,Want to run JavaScript directly on hardware? @nickhehr explains how Excess brings nearly the full JS environment to cheap ESP32 and Pi Pico boards!,49
305,Tired of messy microcontroller tooling and setup? @nickhehr made a CLI to get up and running with JavaScript on hardware fast!,49
306,@nickhehr shares his journey from web developer to maintainer of Tesla microcontroller and into JavaScript IoT standards.,49
307,Think you need Linux for JavaScript? @nickhehr explains how Excess fits JS onto $5 microcontrollers like ESP32 and Pi Pico!,49
308,".@nickhehr discusses challenges of tooling, standards, and networking for JavaScript on embedded devices.",49
309,"@nickhehr explains how Excess implements Web APIs like fetch, workers and more for microcontrollers!",49
310,"Want to learn electronics? @wesbos has you covered with this episode explaining voltages, sensors, coding, and more! #syntaxfm",50
311,Did you know you can code microcontrollers with #JavaScript and #Rust? Learn how on the latest @SyntaxFM podcast!,50
312,Turn old toys into #IoT devices! @wesbos explains basic #electronics concepts so you can build your own projects.,50
313,".@wesbos walks through basic electronics concepts like voltage, amperage, resistors, sensors, and relays on the @SyntaxFM podcast - perfect for beginners!",50
314,"Learn how @wesbos built Bluetooth speakers, LED mood lighting, and more using basic electronics knowledge on @SyntaxFM #diy",50
315,"What's a microcontroller? How do sensors work? What's the difference between DC and AC? @wesbos answers all this and more on @SyntaxFM!",50
316,"Learn how to take your GitHub workflow to the next level with Projects, Milestones, Labels, and more! @SyntaxFM #GitHub",51
317,Stop juggling multiple apps - bring your project management into GitHub for a streamlined workflow. @SyntaxFM #GitHub,51
318,GitHub now has built-in tools like Projects and Milestones to organize issues and track progress. @SyntaxFM simplifies software development!,51
319,"Automate your GitHub workflow with Actions - automatically run tests, approve pull requests, and more! @SyntaxFM #GitHubActions",51
320,"Want to engage your open source community? Use GitHub Discussions for suggestions, FAQs, and more. @SyntaxFM #GitHubDiscussions",51
321,"Don't forget about GitHub Labels to organize issues at a glance! @SyntaxFM has pro tips for GitHub project management.",51
322,Hear straight from an @OpenAI engineer about how ChatGPT works under the hood and what the future could look like.,52
323,Think AI is going to replace developers? Think again - it will change our work but unlikely to replace it anytime soon according to this OpenAI engineer.,52
324,ChatGPT blew up fast internally too - the OpenAI team had to scramble to keep up with insane growth after public launch.,52
325,Language models like ChatGPT trained to predict next word - simple but leads to learning facts about world. Human feedback trains on what people like.,52
326,"Future of work could shift to crafts that don't scale like gardening according to this OpenAI engineer. Less economics, more art and creativity?",52
327,JSDoc lets you add types to regular JS for all the TS benefits without the overhead! #syntaxfm,53
328,"Turns out you can do way more with JSDoc types than regular TS, like typing errors and more docs. Wild stuff on the new #syntaxfm",53
329,JSDoc types > TypeScript types? The Svelte team thinks so at least according to the latest episode #syntaxfm,53
330,Wes and Scott dig into the JSDoc vs TypeScript drama and break down exactly why Svelte moved away. Learn why on the new #syntaxfm!,53
331,Still use TypeScript but want better docs and types? Sprinkle some JSDoc on top for the best of both worlds #syntaxfm,53
332,"Svelte ditching TS doesn't mean you have to! Wes and Scott explain how they'll keep using TS but leverage JSDoc too on #syntaxfm",53
333,"Remove something in CSS? 🤔 Learn the differences between display:none, visibility:hidden, opacity:0, and more obscure tricks like pointer-events:none on today's show!",54
334,Ever wonder what the difference is between 0 and 0px in CSS? Or unset vs initial? Learn these and other ways to visually hide elements on the latest Syntax podcast!,54
335,"Curious about no, none, and false attribute values in HTML? Want to know how to remove spacing from inline elements in CSS? We've got you covered on the new Syntax podcast!",54
336,"Explore the myriad techniques for visually hiding elements in CSS including display:none, visibility:hidden, opacity:0, and pointer-events:none on the latest Syntax podcast!",54
337,"Dive into the differences between 0 and 0px, none and 0, unset and initial, and no, none, and false HTML attribute values on today's info-packed Syntax podcast!",54
338,"Learn how to wield unset, initial, 0px, none, and other cryptic CSS incantations to visually hide elements and remove styles on the newestSyntax podcast! 🧙‍♂️",54
339,Hear the GitHub Next team share the inside story behind creating @GitHub Copilot and overcoming key reliability and latency challenges. #GitHub #AI,55
340,.@GitHub Next started as an R&D team to make risky long-term bets - like AI that can write code! Learn how they built trust and delivered value. #engineering,55
341,"Prompt crafting for AI is an art, not a science. GitHub Next explains how they iterated Copilot to handle code structuring and inconsistencies. #AI",55
342,GitHub Next team shares their vision for AI as a developer superpower - not a replacement. It can augment productivity and collaboration. #Copilot,55
343,Learn how GitHub Next is rethinking workflows like PRs and CLI in light of new AI capabilities. So much potential to improve the developer experience!,55
344,"Hear GitHub Next's thoughts on AI opportunities like: accessibility improvements, collaborative editing, and enhancing the command line experience.",55
345,"Get ready folks, the new @SyntaxFM website is coming! 🎉",56
346,"Can't wait to see all the tasty new features on @SyntaxFM built with @SvelteJS and @Prisma",56
347,🔥 Scott is loving light mode on the new @SyntaxFM site,56
348,💡Genius use of AI transcription by @wesbos to build the new @SyntaxFM site,56
349,GitHub OAuth? PostCSS? PlanetScale? Oh my! The new @SyntaxFM site tech stack is 🔥,56
350,Podcast nerds rejoice! Check out how @wesbos and @stolinski built the new @SyntaxFM site,56
351,Want to run Node without actually installing Node? JavaScript executables bundle your app and the runtime into a single file. 🤯 #syntaxfm,57
352,"JavaScript executables let you take your Node app anywhere - other servers, old systems, USB sticks back in high school. 🎒😎 #syntaxfm",57
353,JavaScript executable sizes criticized but Node is not the only hefty runtime out there. Comparable to other languages. 🤝 #syntaxfm,57
354,Tools like Dino and Bun also working on lean standalone JavaScript executables. The future is portable for JS devs! 🚀 #syntaxfm,57
355,"Learn about the future of CSS from @bramus on Syntax this week including scroll-linked animations, scope styling, view transitions and more!",58
